loan_id,segment,observation_month,outstanding_balance,dpd,collateral_type,collateral_value,cash_received_collateral,cash_received_other,recovery_cost_incurred,default_flag,write_off_flag,market_price,credit_spread_bps,pre_default_pd
L00027,retail_mortgage,2024-01,117076.74,265,residential_real_estate,215430.06,12977.05,765.21,332.78,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-02,104271.39,290,residential_real_estate,215430.06,12092.31,713.04,310.1,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-03,91075.28,315,residential_real_estate,215430.06,12461.3,734.8,319.56,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-04,84079.42,340,residential_real_estate,215430.06,6606.31,389.55,169.41,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-05,72046.97,365,residential_real_estate,215430.06,11362.44,670.01,291.38,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-06,64882.61,390,residential_real_estate,215430.06,6765.42,398.93,173.49,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-07,51789.26,415,residential_real_estate,215430.06,12364.27,729.08,317.07,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-08,42399.08,440,residential_real_estate,215430.06,8867.31,522.88,227.39,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-09,32245.32,465,residential_real_estate,215430.06,9588.36,565.39,245.88,True,False,0.6301,68.7,0.0134
L00027,retail_mortgage,2024-10,0.0,490,residential_real_estate,215430.06,2240.99,132.14,57.47,True,False,0.6301,68.7,0.0134
L00028,retail_mortgage,2023-12,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-01,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-02,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-03,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-04,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-05,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-06,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-07,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-08,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-09,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-10,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-11,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2024-12,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-01,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-02,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-03,246403.02,30,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-04,246403.02,60,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-05,246403.02,120,residential_real_estate,260141.04,0.0,0.0,0.0,True,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-06,246403.02,95,residential_real_estate,260141.04,0.0,0.0,2616.7,True,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-07,246403.02,70,residential_real_estate,260141.04,0.0,0.0,0.0,True,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-08,246403.02,50,residential_real_estate,260141.04,0.0,0.0,0.0,True,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-09,246403.02,25,residential_real_estate,260141.04,0.0,0.0,0.0,True,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-10,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-11,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00028,retail_mortgage,2025-12,246403.02,0,residential_real_estate,260141.04,0.0,0.0,0.0,False,False,0.8605,75.9,0.0202
L00029,retail_mortgage,2021-12,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-01,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-02,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-03,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-04,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-05,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-06,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-07,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-08,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-09,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-10,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-11,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2022-12,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-01,171936.83,30,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-02,171936.83,60,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-03,171936.83,120,residential_real_estate,195582.2,0.0,0.0,0.0,True,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-04,171936.83,105,residential_real_estate,195582.2,0.0,0.0,0.0,True,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-05,171936.83,90,residential_real_estate,195582.2,0.0,0.0,0.0,True,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-06,171936.83,75,residential_real_estate,195582.2,0.0,0.0,0.0,True,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-07,171936.83,60,residential_real_estate,195582.2,0.0,0.0,3083.65,True,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-08,171936.83,45,residential_real_estate,195582.2,0.0,0.0,0.0,True,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-09,171936.83,30,residential_real_estate,195582.2,0.0,0.0,0.0,True,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-10,171936.83,15,residential_real_estate,195582.2,0.0,0.0,0.0,True,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-11,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2023-12,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00029,retail_mortgage,2024-01,171936.83,0,residential_real_estate,195582.2,0.0,0.0,0.0,False,False,0.4706,34.6,0.0106
L00030,retail_mortgage,2015-02,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-03,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-04,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-05,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-06,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-07,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-08,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-09,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-10,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-11,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2015-12,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-01,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-02,196968.4,0,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-03,196968.4,30,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-04,196968.4,60,residential_real_estate,186866.14,0.0,0.0,0.0,False,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-05,193441.63,90,residential_real_estate,186866.14,3352.16,174.61,75.91,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-06,187857.87,115,residential_real_estate,186866.14,5307.31,276.45,120.18,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-07,181528.42,140,residential_real_estate,186866.14,6016.08,313.37,136.23,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-08,175183.0,165,residential_real_estate,186866.14,6031.26,314.16,136.57,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-09,171183.88,190,residential_real_estate,186866.14,3801.12,198.0,86.07,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-10,166406.08,215,residential_real_estate,186866.14,4541.25,236.55,102.83,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-11,162034.89,240,residential_real_estate,186866.14,4154.78,216.42,94.08,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2016-12,158964.53,265,residential_real_estate,186866.14,2918.34,152.01,66.08,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-01,154625.89,290,residential_real_estate,186866.14,4123.84,214.81,93.38,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-02,149590.09,315,residential_real_estate,186866.14,4786.47,249.32,108.39,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-03,145340.71,340,residential_real_estate,186866.14,4038.99,210.39,91.46,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-04,139663.1,365,residential_real_estate,186866.14,5396.51,281.1,122.2,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-05,135237.98,390,residential_real_estate,186866.14,4206.03,219.09,95.24,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-06,131376.62,415,residential_real_estate,186866.14,3670.19,191.18,83.11,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-07,125290.46,440,residential_real_estate,186866.14,5784.83,301.33,130.99,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-08,120406.9,465,residential_real_estate,186866.14,4641.78,241.79,105.11,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-09,116688.55,490,residential_real_estate,186866.14,3534.25,184.1,80.03,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-10,110569.26,515,residential_real_estate,186866.14,5816.32,302.97,131.71,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-11,106020.37,540,residential_real_estate,186866.14,4323.68,225.22,97.91,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2017-12,101015.61,540,residential_real_estate,186866.14,4756.97,247.79,107.72,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-01,96508.86,540,residential_real_estate,186866.14,4283.62,223.13,97.0,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-02,90557.63,540,residential_real_estate,186866.14,5656.58,294.65,128.09,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-03,85076.91,540,residential_real_estate,186866.14,5209.37,271.35,117.96,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-04,80666.3,540,residential_real_estate,186866.14,4192.24,218.37,94.93,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-05,76540.74,540,residential_real_estate,186866.14,3921.31,204.26,88.8,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-06,70910.02,540,residential_real_estate,186866.14,5351.94,278.78,121.19,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-07,65038.3,540,residential_real_estate,186866.14,5581.01,290.71,126.38,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-08,60036.05,540,residential_real_estate,186866.14,4754.59,247.66,107.66,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-09,58255.2,540,residential_real_estate,186866.14,1692.69,88.17,38.33,True,False,0.5469,113.7,0.0192
L00030,retail_mortgage,2018-10,0.0,540,residential_real_estate,186866.14,0.0,0.0,0.0,True,False,0.5469,113.7,0.0192
L00031,retail_mortgage,2019-07,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2019-08,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2019-09,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2019-10,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2019-11,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2019-12,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-01,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-02,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-03,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-04,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-05,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-06,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-07,248885.67,30,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-08,248885.67,60,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-09,248885.67,120,residential_real_estate,245678.5,0.0,0.0,0.0,True,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-10,248885.67,105,residential_real_estate,245678.5,0.0,0.0,0.0,True,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-11,248885.67,90,residential_real_estate,245678.5,0.0,0.0,0.0,True,False,0.475,54.1,0.0095
L00031,retail_mortgage,2020-12,248885.67,75,residential_real_estate,245678.5,0.0,0.0,0.0,True,False,0.475,54.1,0.0095
L00031,retail_mortgage,2021-01,248885.67,60,residential_real_estate,245678.5,0.0,0.0,0.0,True,False,0.475,54.1,0.0095
L00031,retail_mortgage,2021-02,248885.67,45,residential_real_estate,245678.5,0.0,0.0,2838.88,True,False,0.475,54.1,0.0095
L00031,retail_mortgage,2021-03,248885.67,30,residential_real_estate,245678.5,0.0,0.0,0.0,True,False,0.475,54.1,0.0095
L00031,retail_mortgage,2021-04,248885.67,15,residential_real_estate,245678.5,0.0,0.0,0.0,True,False,0.475,54.1,0.0095
L00031,retail_mortgage,2021-05,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2021-06,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00031,retail_mortgage,2021-07,248885.67,0,residential_real_estate,245678.5,0.0,0.0,0.0,False,False,0.475,54.1,0.0095
L00032,retail_mortgage,2018-04,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2018-05,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2018-06,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2018-07,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2018-08,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2018-09,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2018-10,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2018-11,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2018-12,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-01,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-02,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-03,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-04,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-05,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-06,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-07,383175.28,0,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-08,383175.28,30,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-09,383175.28,60,residential_real_estate,413301.91,0.0,0.0,0.0,False,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-10,364631.39,90,residential_real_estate,413301.91,17724.18,819.7,612.97,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-11,347218.37,115,residential_real_estate,413301.91,16643.31,769.71,575.59,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2019-12,320241.07,140,residential_real_estate,413301.91,25784.82,1192.49,891.74,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-01,303377.2,165,residential_real_estate,413301.91,16118.43,745.44,557.44,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-02,280466.48,190,residential_real_estate,413301.91,21897.99,1012.73,757.32,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-03,266933.68,215,residential_real_estate,413301.91,12934.6,598.19,447.33,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-04,245634.86,240,residential_real_estate,413301.91,20357.34,941.48,704.04,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-05,215502.77,265,residential_real_estate,413301.91,28800.15,1331.94,996.03,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-06,202254.64,290,residential_real_estate,413301.91,12662.52,585.61,437.92,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-07,187180.98,315,residential_real_estate,413301.91,14407.36,666.31,498.26,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-08,158167.76,340,residential_real_estate,413301.91,27730.74,1282.48,959.04,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-09,128912.9,365,residential_real_estate,413301.91,27961.69,1293.16,967.03,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-10,106838.42,390,residential_real_estate,413301.91,21098.72,975.77,729.68,True,False,0.3327,85.7,0.0213
L00032,retail_mortgage,2020-11,0.0,415,residential_real_estate,413301.91,29867.48,1381.3,1032.94,True,False,0.3327,85.7,0.0213
L00033,retail_mortgage,2023-05,174404.95,0,residential_real_estate,192149.19,0.0,0.0,0.0,False,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2023-06,174404.95,0,residential_real_estate,192149.19,0.0,0.0,0.0,False,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2023-07,174404.95,0,residential_real_estate,192149.19,0.0,0.0,0.0,False,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2023-08,174404.95,0,residential_real_estate,192149.19,0.0,0.0,0.0,False,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2023-09,174404.95,0,residential_real_estate,192149.19,0.0,0.0,0.0,False,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2023-10,174404.95,0,residential_real_estate,192149.19,0.0,0.0,0.0,False,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2023-11,174404.95,30,residential_real_estate,192149.19,0.0,0.0,0.0,False,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2023-12,174404.95,60,residential_real_estate,192149.19,0.0,0.0,0.0,False,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-01,168936.15,90,residential_real_estate,192149.19,5229.09,239.71,96.34,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-02,164365.69,115,residential_real_estate,192149.19,4370.12,200.33,80.51,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-03,154543.74,140,residential_real_estate,192149.19,9391.43,430.52,173.03,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-04,146958.71,165,residential_real_estate,192149.19,7252.56,332.47,133.62,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-05,142408.14,190,residential_real_estate,192149.19,4351.11,199.46,80.16,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-06,136435.5,215,residential_real_estate,192149.19,5710.85,261.79,105.22,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-07,131085.34,240,residential_real_estate,192149.19,5115.64,234.51,94.25,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-08,124818.93,265,residential_real_estate,192149.19,5991.74,274.67,110.39,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-09,116702.09,290,residential_real_estate,192149.19,7761.06,355.78,142.99,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-10,110064.45,315,residential_real_estate,192149.19,6346.71,290.94,116.93,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-11,104344.0,340,residential_real_estate,192149.19,5469.71,250.74,100.77,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2024-12,98295.15,365,residential_real_estate,192149.19,5783.71,265.13,106.56,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-01,92585.38,390,residential_real_estate,192149.19,5459.5,250.27,100.59,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-02,86295.63,415,residential_real_estate,192149.19,6014.06,275.69,110.8,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-03,79667.28,440,residential_real_estate,192149.19,6337.82,290.53,116.77,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-04,70192.36,465,residential_real_estate,192149.19,9059.61,415.31,166.91,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-05,65024.33,490,residential_real_estate,192149.19,4941.51,226.53,91.04,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-06,57513.13,515,residential_real_estate,192149.19,7181.97,329.23,132.32,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-07,47498.21,540,residential_real_estate,192149.19,9575.95,438.97,176.43,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-08,39194.14,540,residential_real_estate,192149.19,7940.08,363.98,146.29,True,False,0.6773,95.8,0.0201
L00033,retail_mortgage,2025-09,0.0,540,residential_real_estate,192149.19,17676.4,810.31,325.67,True,False,0.6773,95.8,0.0201
L00034,retail_mortgage,2016-01,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-02,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-03,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-04,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-05,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-06,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-07,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-08,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-09,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-10,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-11,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2016-12,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2017-01,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2017-02,229716.86,0,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2017-03,229716.86,30,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
L00034,retail_mortgage,2017-04,229716.86,60,none,0.0,0.0,0.0,0.0,False,False,0.7379,12.5,0.0056
